SaleID,CustomerID,CarModel,DealerID,Price,Date,FuelType,Region
104,1161,i20,23,908469,2023-03-15,CNG,East
105,1201,XUV700,137,1903762,2022-10-27,Hybrid,West
106,2981,Creta,83,1228786,2023-12-22,Petrol,South
107,1995,Swift,55,2797866,2023-04-18,CNG,West
108,3317,Creta,110,2513415,2024-10-03,Petrol,South
109,4934,Creta,116,1629747,2023-09-25,CNG,South
110,1815,Alto,147,2999726,2023-02-25,Diesel,North
111,4342,Seltos,62,1009563,2024-08-13,CNG,West
112,1455,Seltos,87,1868717,2024-08-30,Petrol,South
113,4533,Ertiga,167,1175299,2022-01-24,CNG,South
114,4798,Harrier,100,1730295,2023-06-22,Petrol,East
115,2275,Seltos,27,1470807,2024-02-16,Hybrid,North
116,2016,Creta,174,2311943,2023-09-30,Hybrid,East
117,4773,i20,34,1103091,2023-06-24,Diesel,West
118,3343,Creta,33,1209532,2024-06-21,CNG,West
119,4796,i20,92,1957711,2023-02-25,Diesel,South
120,3767,Ertiga,96,2687561,2023-04-29,Hybrid,Central
121,4820,i20,178,1173418,2024-10-25,CNG,East
122,1337,Seltos,148,2023561,2022-06-06,CNG,West
123,1878,Alto,168,411357,2022-02-21,Diesel,South
124,2076,i20,95,2957341,2022-08-31,Diesel,South
125,1791,Creta,186,1080306,2024-02-13,CNG,East
126,4993,XUV700,159,1454142,2023-02-24,CNG,South
127,3264,Seltos,38,1228008,2023-03-01,CNG,North
128,1763,XUV700,173,2288326,2022-03-21,Diesel,Central
129,3235,City,41,2886355,2023-11-26,Petrol,East
130,1379,City,137,2024272,2022-12-20,Hybrid,East
131,1492,Creta,137,1895298,2022-10-20,Hybrid,East
132,4112,City,191,2838445,2023-12-18,Diesel,South
133,2180,Harrier,79,2275175,2023-06-13,CNG,South
134,3062,Ertiga,128,695843,2023-04-25,Hybrid,East
135,4884,Seltos,22,1696665,2023-04-22,Hybrid,East
136,1064,XUV700,16,1760265,2022-01-25,Hybrid,North
137,4928,Creta,32,893985,2023-03-07,Hybrid,West
138,4910,Harrier,194,2715574,2022-11-13,CNG,North
139,3568,Creta,142,1209818,2023-09-30,Diesel,East
140,2367,Harrier,38,1769993,2022-12-24,CNG,South
141,2152,City,98,2085176,2023-11-21,CNG,South
142,3027,City,136,1456085,2022-12-10,Hybrid,East
143,3695,i20,21,642225,2023-07-13,Hybrid,West
144,2495,Baleno,56,2182700,2023-12-13,CNG,Central
145,4134,Creta,46,608222,2023-07-17,CNG,Central
146,2162,i20,43,1917629,2023-03-15,CNG,North
147,2522,Seltos,120,655117,2022-05-23,Petrol,West
148,3640,i20,46,1233038,2024-05-17,Hybrid,Central
149,1391,Swift,48,1887444,2022-12-19,Diesel,West
150,2698,City,198,672659,2024-10-13,Diesel,South
151,1418,Swift,84,1811504,2023-04-13,Diesel,South
152,3336,Creta,31,2904696,2024-05-26,Petrol,West
153,1378,XUV700,161,1854471,2024-07-07,Petrol,East
154,2796,XUV700,172,1993922,2024-04-20,Diesel,Central
155,4561,Seltos,71,1677421,2024-05-27,Diesel,Central
156,3278,i20,8,2212899,2022-02-21,Diesel,South
157,4065,XUV700,130,438872,2024-10-08,CNG,North
158,3088,Harrier,145,2027835,2024-03-24,Hybrid,Central
159,4099,Harrier,52,1268515,2022-09-26,Petrol,South
160,3182,Seltos,45,947594,2022-04-06,Petrol,South
161,1200,Ertiga,37,2542845,2022-09-30,CNG,West
162,2863,City,170,2263247,2022-05-13,Petrol,West
163,1779,i20,44,1017654,2024-07-16,Diesel,West
164,3977,Creta,117,2828213,2022-03-30,Petrol,North
165,4104,Alto,38,762512,2023-11-16,CNG,Central
166,4119,Alto,99,2995261,2024-04-03,Hybrid,North
167,1502,Alto,124,1674025,2022-01-05,Diesel,North
168,3454,XUV700,6,538519,2022-12-23,Petrol,West
169,4645,Ertiga,68,2976272,2022-07-23,Diesel,South
170,2751,Ertiga,179,2648495,2023-04-16,Hybrid,East
171,1804,i20,101,2956243,2023-04-09,Petrol,South
172,3146,i20,163,2485589,2023-05-12,Diesel,South
173,3731,Ertiga,186,2189446,2023-12-03,CNG,South
174,2895,Seltos,185,1147405,2024-04-16,CNG,South
175,3773,i20,134,1027722,2022-03-04,Hybrid,North
176,2570,Seltos,13,2785517,2022-08-27,Hybrid,West
177,1960,Swift,187,2755332,2023-06-24,Hybrid,West
178,4810,Harrier,30,2553619,2022-07-17,Petrol,South
179,3660,City,100,2308277,2024-02-20,Hybrid,East
180,2485,i20,2,511414,2022-01-30,Petrol,Central
181,3690,Ertiga,58,443086,2023-10-28,Diesel,South
182,4840,Harrier,36,1005432,2023-08-23,CNG,South
183,2028,Harrier,72,1449214,2024-10-14,Diesel,East
184,4289,Baleno,173,1257111,2023-09-12,CNG,North
185,1502,Ertiga,137,1642582,2022-03-18,Hybrid,South
186,3814,City,126,1253192,2023-12-30,Diesel,East
187,1397,Ertiga,193,2544386,2024-03-24,Diesel,North
188,1870,i20,77,2298851,2023-12-09,Hybrid,North
189,3842,Creta,50,1103407,2022-09-25,Diesel,South
190,1392,Swift,32,1589389,2024-02-04,Petrol,North
191,1206,Seltos,98,2822300,2023-08-08,CNG,South
192,2038,Creta,43,1772209,2023-02-23,Hybrid,South
193,2881,Swift,125,2257999,2024-05-19,Petrol,West
194,4625,Creta,95,505711,2023-01-19,Petrol,Central
195,3939,Seltos,78,2217030,2024-03-13,Hybrid,Central
196,2484,XUV700,54,2030168,2023-05-25,Diesel,West
197,4762,Ertiga,47,2231246,2023-03-06,CNG,South
198,4646,Creta,14,2994440,2023-08-01,Petrol,East
199,1863,i20,176,2745286,2024-07-28,Diesel,North
200,3790,City,55,518778,2023-08-12,Hybrid,West
201,4312,Alto,157,2383479,2024-03-08,Hybrid,West
202,1563,i20,175,1481679,2023-01-07,CNG,West
203,2020,Seltos,63,1463906,2024-07-16,Hybrid,West
204,1095,City,19,1858256,2022-05-20,CNG,Central
205,2923,i20,91,1581782,2022-03-08,Hybrid,South
206,2757,Harrier,137,2723422,2024-10-11,Hybrid,West
207,3532,Ertiga,101,400184,2022-09-18,Petrol,West
208,4478,City,37,2986291,2024-08-31,Diesel,West
209,3278,Harrier,107,2618681,2023-09-19,Petrol,East
210,3796,i20,92,2415354,2023-08-02,CNG,East
211,2678,Swift,52,2210296,2024-10-18,Petrol,North
212,4242,Baleno,185,2552962,2023-10-01,Hybrid,South
213,1540,Swift,28,2051591,2023-02-14,Hybrid,West
214,2059,Ertiga,36,1437825,2024-04-12,Diesel,North
215,3572,City,116,2398814,2022-04-23,CNG,North
216,2183,City,64,1103844,2023-09-15,Hybrid,South
217,4910,Ertiga,18,2164499,2024-03-31,Diesel,East
218,2722,Harrier,89,480528,2024-04-19,Diesel,South
219,4314,Baleno,163,586185,2022-07-08,Hybrid,North
220,4157,i20,196,2681320,2022-10-04,Hybrid,South
221,2819,Seltos,78,1982997,2022-04-13,CNG,East
222,3625,Swift,167,2110341,2022-04-17,Diesel,North
223,3729,Swift,90,2396349,2024-01-27,Diesel,South
224,3604,Alto,8,2186346,2022-06-22,Diesel,West
225,2597,Baleno,15,2069857,2024-09-25,CNG,West
226,4060,Seltos,7,515742,2023-12-23,Diesel,South
227,3693,Swift,17,2224011,2024-04-10,Petrol,South
228,1795,Seltos,86,2445963,2022-08-13,Petrol,East
229,2051,i20,118,2805775,2022-05-14,Diesel,North
230,2643,City,64,1003672,2022-04-03,Petrol,South
231,4627,Seltos,12,1725146,2022-03-16,Petrol,North
232,2363,Swift,56,1169867,2024-01-26,CNG,West
233,4869,Harrier,174,1243855,2022-07-02,Diesel,North
234,2981,Baleno,175,2588099,2023-12-18,CNG,Central
235,2354,Ertiga,101,766014,2023-04-04,Diesel,East
236,2663,Creta,16,692881,2023-09-19,Hybrid,East
237,2529,XUV700,197,978613,2023-02-13,Petrol,North
238,3038,XUV700,2,1673440,2022-07-26,CNG,East
239,4419,Creta,128,2206106,2023-11-04,CNG,North
240,2496,Seltos,92,1268591,2024-10-09,Hybrid,North
241,4302,Baleno,105,1115597,2024-01-18,Hybrid,West
242,3237,Seltos,182,2955365,2022-09-30,Petrol,North
243,4296,Ertiga,155,1902651,2023-01-14,Petrol,East
244,2408,Baleno,31,2218165,2023-09-18,Diesel,Central
245,2400,Creta,169,1443030,2023-10-26,Diesel,South
246,2306,Seltos,164,1798507,2023-11-11,Hybrid,East
247,3680,Alto,47,1788963,2023-06-28,Petrol,Central
248,3675,Swift,43,422743,2024-01-03,Petrol,East
249,1972,Harrier,65,1243171,2022-04-01,Hybrid,Central
250,2768,City,50,1393830,2023-04-21,Hybrid,East
251,2282,Harrier,1,1431109,2023-12-27,CNG,South
252,4430,Ertiga,185,1660780,2023-06-18,Hybrid,West
253,1709,Seltos,144,2527491,2023-11-29,CNG,West
254,2479,i20,122,1482697,2024-05-29,Diesel,South
255,2434,Baleno,28,836211,2022-03-26,Hybrid,East
256,1648,Seltos,86,1369536,2023-08-15,Hybrid,Central
257,1317,Baleno,82,1490022,2024-04-20,Hybrid,North
258,4748,City,22,1575106,2022-03-18,CNG,East
259,4296,Alto,41,838894,2022-11-26,Hybrid,South
260,4890,Harrier,76,2490398,2023-01-18,Hybrid,West
261,2257,Swift,147,1338202,2023-01-12,Petrol,West
262,1683,City,89,1922044,2022-12-07,Petrol,East
263,1663,City,178,483404,2023-02-28,Petrol,Central
264,2998,Harrier,59,1758638,2022-06-23,Hybrid,South
265,4898,City,69,1545242,2023-02-10,Petrol,South
266,4445,i20,162,908594,2022-03-23,Diesel,Central
267,4743,i20,167,1636883,2022-01-21,Petrol,Central
268,2631,XUV700,123,1978989,2023-11-22,Hybrid,East
269,2495,XUV700,74,1687156,2024-10-06,Petrol,East
270,4304,i20,7,2151447,2023-02-02,Petrol,West
271,4763,Creta,101,1681660,2022-11-26,Petrol,West
272,2136,Alto,111,2788342,2022-08-13,Diesel,Central
273,2853,Baleno,180,2716520,2024-02-20,Diesel,North
274,2520,Alto,188,1833338,2024-06-12,CNG,North
275,3489,Ertiga,52,1982978,2023-03-14,Hybrid,North
276,1563,City,24,1449213,2022-08-11,Diesel,South
277,2291,Swift,26,2011498,2023-05-24,Diesel,East
278,4581,City,125,750857,2023-09-09,Diesel,Central
279,4878,Alto,90,2008640,2024-08-16,Hybrid,West
280,4457,i20,122,2127536,2023-08-27,CNG,North
281,4458,Harrier,10,1399291,2024-10-31,Hybrid,West
282,4184,Ertiga,17,852685,2022-06-01,Petrol,East
283,2636,i20,2,477185,2022-07-08,CNG,Central
284,4696,Alto,112,1853672,2024-08-17,Petrol,North
285,3999,Harrier,27,1704862,2023-11-07,Diesel,North
286,4152,Swift,71,1112515,2023-09-30,Hybrid,Central
287,1698,Alto,176,778337,2022-07-30,Petrol,West
288,3160,Baleno,118,2060626,2022-12-05,CNG,East
289,1001,Seltos,9,506745,2022-02-16,Petrol,East
290,1641,Harrier,86,1776036,2024-03-30,Petrol,East
291,3267,Alto,23,995144,2024-09-01,Diesel,West
292,2589,i20,199,2374807,2024-04-16,Petrol,West
293,1854,Baleno,73,1394764,2024-08-09,Petrol,North
294,2759,Creta,27,2798507,2023-08-21,Diesel,West
295,4296,Harrier,93,1796189,2022-06-19,CNG,South
296,3432,Baleno,81,2313938,2024-04-18,Diesel,Central
297,4474,i20,84,2800713,2024-03-06,Petrol,West
298,2661,Alto,199,2691051,2024-08-16,Hybrid,East
299,2153,City,43,1348941,2024-03-25,Diesel,West
300,2076,Swift,7,1206951,2022-12-08,Diesel,North
301,2707,City,92,1435603,2022-02-17,Petrol,Central
302,3777,Seltos,83,1290987,2022-12-30,Hybrid,Central
303,2695,Baleno,191,772027,2023-12-26,CNG,East
304,2733,Seltos,84,648945,2022-05-18,Hybrid,Central
305,2439,Swift,44,2647846,2022-12-21,Diesel,South
306,3294,Baleno,167,1964932,2024-03-21,Hybrid,Central
307,1835,XUV700,40,2207977,2023-12-13,CNG,East
308,4510,i20,135,2572127,2022-02-28,Hybrid,Central
309,1202,Baleno,198,460666,2024-02-10,Hybrid,West
310,4255,i20,25,2860173,2023-01-24,Hybrid,North
311,1122,City,59,1766725,2024-04-25,Diesel,West
312,1400,Ertiga,141,2080589,2024-05-18,Petrol,South
313,1766,Harrier,103,542475,2022-12-05,Petrol,South
314,1293,Ertiga,86,984765,2024-01-27,Hybrid,North
315,3327,Alto,112,1286837,2023-08-19,Diesel,North
316,4908,Harrier,86,1954777,2023-03-12,Diesel,North
317,3931,Harrier,98,2037899,2023-01-12,Diesel,North
318,4681,Creta,62,2136839,2023-01-26,Petrol,Central
319,1197,Harrier,8,885705,2023-04-26,Diesel,West
320,4029,Swift,113,718952,2024-03-31,Hybrid,South
321,2930,Ertiga,173,2620883,2022-04-24,Petrol,Central
322,4582,City,146,754000,2024-02-13,Diesel,North
323,3799,i20,60,2540050,2022-06-21,Hybrid,East
324,3191,Alto,60,1921267,2022-01-18,Petrol,East
325,1608,Harrier,106,761116,2022-08-23,Diesel,West
326,4272,Alto,2,1902224,2023-12-24,CNG,South
327,2147,City,194,1915788,2022-10-08,Hybrid,South
328,1186,Alto,91,851420,2024-04-10,CNG,West
329,4397,City,14,2899041,2023-02-22,Petrol,North
330,3511,Harrier,48,1222590,2022-10-11,Diesel,North
331,4420,City,103,868205,2023-08-08,Hybrid,South
332,2794,Harrier,56,1988768,2023-09-14,Hybrid,South
333,1659,Creta,12,1573788,2022-08-09,Hybrid,South
334,3811,Creta,55,1070756,2022-01-09,CNG,North
335,4002,City,156,1440486,2024-04-11,Diesel,East
336,2955,Creta,110,2722130,2023-01-10,Diesel,West
337,3450,i20,4,1536045,2023-06-18,Diesel,West
338,2369,i20,36,759140,2023-12-03,CNG,Central
339,2986,Creta,178,2524420,2024-04-11,Petrol,Central
340,2534,Creta,131,2561788,2024-02-16,CNG,East
341,1146,XUV700,1,1345751,2024-07-28,Petrol,South
342,4219,XUV700,17,2883057,2023-03-23,CNG,East
343,3911,Harrier,199,2192606,2023-11-11,Diesel,Central
344,2734,City,62,1202717,2022-12-10,Diesel,Central
345,2843,Seltos,48,617975,2023-03-01,Diesel,West
346,1488,Seltos,62,1472712,2023-09-17,CNG,East
347,3976,Creta,69,1377882,2022-11-02,Hybrid,North
348,2959,Alto,147,1997289,2022-05-28,CNG,Central
349,2663,Creta,103,1936793,2024-04-28,Petrol,West
350,3598,XUV700,110,1613091,2024-01-02,CNG,South
351,3385,Harrier,162,2834705,2023-03-30,Petrol,East
352,3919,Creta,177,2601401,2024-07-26,CNG,Central
353,1640,Ertiga,175,1474428,2022-02-02,Hybrid,North
354,2802,Alto,91,1947824,2024-09-10,Hybrid,Central
355,3520,Ertiga,114,1697984,2023-01-26,Diesel,North
356,2969,Harrier,178,2504283,2022-12-23,Hybrid,East
357,3198,Harrier,89,1138592,2023-07-27,CNG,North
358,2438,i20,154,2108035,2023-04-09,Hybrid,North
359,4369,Baleno,56,954868,2024-07-18,Diesel,West
360,2634,Ertiga,78,1542776,2022-04-09,CNG,East
361,1262,i20,14,2578270,2022-05-28,Petrol,Central
362,2787,XUV700,25,1999333,2023-07-24,CNG,South
363,3191,Swift,132,2300187,2023-12-28,Diesel,East
364,3393,Alto,32,2482053,2024-09-28,Hybrid,East
365,1623,Swift,82,948524,2022-10-30,Hybrid,South
366,2016,City,78,2782726,2022-01-04,CNG,Central
367,4643,XUV700,193,2279415,2024-02-17,Petrol,West
368,1880,XUV700,106,483299,2022-04-17,Petrol,Central
369,3049,Swift,189,1825216,2022-03-16,Petrol,South
370,3944,Ertiga,20,2317573,2023-10-01,Petrol,Central
371,2327,Baleno,74,1899159,2023-11-26,CNG,East
372,3301,Ertiga,10,2108588,2022-03-14,Hybrid,West
373,4723,Swift,123,2978391,2023-07-06,Petrol,North
374,1452,City,34,527845,2024-09-03,CNG,Central
375,4108,Ertiga,189,2373164,2022-04-06,CNG,North
376,2183,Seltos,155,1108636,2024-06-02,CNG,West
377,4062,Ertiga,40,2184164,2022-10-04,Petrol,North
378,3056,Harrier,193,1582303,2022-09-16,Petrol,Central
379,4304,i20,127,2948120,2022-02-15,CNG,South
380,4170,Alto,33,1030025,2022-12-12,CNG,East
381,2682,Ertiga,196,1627318,2024-04-26,CNG,East
382,3863,Baleno,71,699615,2024-06-13,Hybrid,North
383,3255,Baleno,137,1497338,2022-08-21,Hybrid,East
384,2154,Ertiga,144,2662531,2022-02-20,Diesel,East
385,1403,Creta,133,1073346,2023-10-27,Diesel,South
386,3199,XUV700,98,746768,2023-03-27,Petrol,North
387,3101,Ertiga,124,732744,2022-12-17,Hybrid,South
388,4191,XUV700,151,2347100,2023-10-11,Diesel,South
389,2696,Seltos,43,1042624,2024-05-27,CNG,West
390,4991,Swift,114,1405236,2023-08-06,CNG,North
391,1627,Seltos,89,2827320,2022-09-02,Petrol,South
392,1586,Ertiga,185,1539304,2023-07-04,Petrol,Central
393,2648,Baleno,179,1215329,2023-12-29,Diesel,East
394,2443,Creta,13,547483,2023-10-01,CNG,North
395,2445,City,128,2557551,2023-08-07,Petrol,West
396,1103,XUV700,152,2723426,2022-08-14,Petrol,South
397,4923,i20,139,1948303,2024-04-06,Hybrid,Central
398,1253,XUV700,52,460692,2023-03-17,Diesel,East
399,4298,Harrier,17,2423756,2023-02-16,Petrol,East
400,4183,Alto,165,2116706,2024-03-24,Diesel,Central
401,3557,Ertiga,13,2570665,2022-09-03,CNG,North
402,2496,Seltos,190,2403509,2023-08-06,Diesel,East
403,1098,i20,84,2987935,2023-05-15,Petrol,East
404,3200,Baleno,97,1835761,2024-09-08,Hybrid,East
405,2884,Baleno,106,1901221,2023-07-04,Diesel,South
406,3961,Baleno,96,2698309,2022-04-27,Diesel,South
407,2919,City,8,1337841,2022-07-23,CNG,East
408,1877,Harrier,56,755045,2022-12-17,Hybrid,West
409,1337,Baleno,104,2190117,2022-11-15,Diesel,East
410,4777,Baleno,83,1168693,2024-07-28,Hybrid,North
411,3869,Ertiga,198,1604155,2023-05-04,Petrol,West
412,4234,Harrier,44,983884,2022-04-17,Hybrid,North
413,4791,Creta,188,2567661,2023-10-16,Petrol,Central
414,1956,Creta,103,410086,2022-06-21,CNG,Central
415,2704,Harrier,112,1400780,2023-06-03,CNG,South
416,1160,Alto,169,2850350,2024-08-15,CNG,South
417,2603,City,149,1315360,2024-03-23,Petrol,South
418,3848,i20,42,2723714,2023-06-12,Diesel,Central
419,1397,XUV700,157,1199129,2022-11-16,Petrol,North
420,2300,Ertiga,193,885685,2023-05-14,Hybrid,West
421,1815,Swift,145,616769,2022-09-22,Hybrid,South
422,4987,Creta,30,2310232,2024-06-26,Petrol,Central
423,2527,Harrier,26,1799726,2023-02-06,CNG,South
424,2919,i20,181,1223681,2024-09-13,CNG,East
425,2415,Harrier,125,2914217,2023-08-25,Hybrid,West
426,2158,XUV700,19,2788372,2024-08-09,Hybrid,North
427,2218,i20,53,1088484,2022-08-06,Diesel,South
428,1400,Creta,85,748128,2022-11-26,Diesel,East
429,1639,Baleno,17,1519611,2022-07-05,Diesel,East
430,4104,Harrier,174,1452417,2022-07-28,Hybrid,West
431,3735,Swift,104,1755610,2022-10-15,Diesel,Central
432,1459,Creta,181,1838447,2022-03-29,Hybrid,Central
433,1954,Seltos,105,949690,2024-09-29,Hybrid,South
434,4954,Swift,104,2223957,2022-05-16,Petrol,South
435,1469,Alto,192,773857,2022-06-07,Diesel,Central
436,4446,City,173,1406095,2024-03-04,Petrol,North
437,2045,Creta,177,1816083,2024-07-08,Petrol,North
438,3797,Baleno,147,2170137,2022-06-04,Diesel,East
439,2693,Creta,124,497807,2022-08-08,Hybrid,West
440,3085,XUV700,199,1209669,2022-11-18,Hybrid,North
441,3277,i20,81,1935595,2023-11-22,Hybrid,South
442,4436,Harrier,193,2704534,2024-04-20,Diesel,North
443,1562,i20,37,2890921,2023-05-27,Hybrid,West
444,3485,i20,121,1069220,2022-03-28,Petrol,South
445,2799,Creta,70,1014727,2022-10-02,CNG,West
446,4354,XUV700,154,1717765,2022-05-21,Diesel,Central
447,3074,Harrier,130,2834212,2023-09-17,CNG,West
448,1225,Harrier,59,456435,2024-07-04,Petrol,West
449,4348,i20,118,2595605,2022-12-19,CNG,West
450,1797,Alto,133,1451429,2024-10-25,Petrol,South
451,4680,City,37,2048528,2023-01-17,CNG,West
452,3331,XUV700,31,510884,2023-04-20,CNG,West
453,3926,Alto,99,448022,2024-07-16,Hybrid,East
454,1959,Ertiga,94,2793020,2022-01-30,CNG,South
455,2504,Ertiga,176,1197872,2024-07-10,Petrol,West
456,1452,Swift,6,823500,2023-08-17,Petrol,North
457,4067,i20,15,1853438,2023-05-08,Petrol,West
458,4900,Harrier,143,2582846,2023-05-10,Diesel,North
459,1815,Creta,189,807558,2023-01-23,Petrol,Central
460,1658,Harrier,16,1945109,2024-05-22,Diesel,Central
461,4587,Harrier,20,595333,2024-04-14,Petrol,South
462,1546,Baleno,77,1707580,2023-09-22,Diesel,South
463,2215,Harrier,44,795151,2024-07-27,CNG,Central
464,4120,Swift,170,889218,2022-01-30,CNG,South
465,4583,Alto,46,2408456,2023-09-15,Petrol,North
466,1016,Ertiga,95,2443220,2024-03-17,Diesel,North
467,4243,Harrier,162,2454749,2022-12-08,Hybrid,East
468,2243,Harrier,64,2089053,2024-09-27,Hybrid,South
469,3205,Baleno,157,2591355,2022-09-01,Hybrid,South
470,3524,XUV700,131,1635369,2022-08-09,CNG,East
471,2069,Creta,9,1418281,2023-01-08,CNG,West
472,4444,XUV700,153,1713558,2023-06-15,Diesel,North
473,3565,Creta,42,2139266,2022-08-03,Petrol,West
474,3146,City,174,2075074,2023-01-02,CNG,East
475,4963,Harrier,73,1548742,2022-04-24,Petrol,South
